formula, is_taut_can
((p -> q) -> r) -> (s -> (~(~(r -> ~t) -> (u -> v)) -> (r -> ((((u -> t) -> p) -> p) -> r)))), True
~((~p -> (((q -> (r -> ~((s -> r) -> ((t -> (r -> u)) -> (r -> (r -> t)))))) -> u) -> v)) -> p), False
((~(p -> (q -> (~(q -> ~r) -> s))) -> ((((p -> t) -> s) -> u) -> v)) -> (s -> ~q)) -> ~u, False
(((p -> ((((q -> r) -> s) -> q) -> q)) -> (t -> t)) -> (u -> ((s -> ~(p -> (v -> s))) -> q))) -> p, False
~(~((p -> (p -> q)) -> r) -> s) -> (t -> (u -> ((~r -> s) -> (p -> (s -> (t -> (u -> v))))))), True
(p -> ~q) -> (((r -> (q -> p)) -> (s -> (p -> q))) -> (((t -> (((t -> q) -> u) -> r)) -> s) -> v)), False
(((p -> q) -> (~r -> ((s -> p) -> p))) -> (t -> ((t -> ~(~u -> ~s)) -> v))) -> (u -> ~r), False
~(~p -> (q -> (r -> r))) -> (((s -> ~(t -> (r -> (~u -> (v -> (~p -> q)))))) -> v) -> p), True
(p -> q) -> ((r -> p) -> ~~~((s -> ~r) -> (s -> (~(((t -> (s -> u)) -> t) -> u) -> v)))), False
((p -> ~((~(q -> ((~~r -> s) -> ((s -> ~(t -> s)) -> p))) -> ~u) -> r)) -> v) -> ~p, False
((((p -> ((~p -> (q -> r)) -> ((s -> q) -> t))) -> (r -> (u -> (s -> v)))) -> u) -> (v -> p)) -> r, False
~p -> (q -> ((~~~~r -> ~~~p) -> (s -> (((t -> (p -> s)) -> u) -> ~(v -> v))))), False
(p -> (p -> (~q -> ~(((r -> r) -> (s -> (t -> (q -> (s -> u))))) -> ~(t -> (u -> q)))))) -> v, False
~(p -> q) -> ((r -> ((((s -> t) -> u) -> s) -> u)) -> (q -> (((~t -> ~(s -> v)) -> r) -> q))), True
(p -> q) -> ((~r -> s) -> (((~t -> (u -> v)) -> (s -> (v -> r))) -> ~(((v -> q) -> t) -> q))), False
p -> (~(q -> ~~(r -> q)) -> (~(r -> ((~(s -> ~t) -> u) -> ~s)) -> (t -> (v -> r)))), True
p -> ((q -> ((~((q -> (~(r -> s) -> (p -> s))) -> (t -> q)) -> u) -> (s -> v))) -> (~s -> v)), False
p -> ((q -> (r -> ((s -> (r -> ((((r -> q) -> ~~q) -> t) -> ~~(~r -> u)))) -> r))) -> v), False
(p -> (q -> (((r -> r) -> (((~p -> (s -> q)) -> (s -> (t -> ~(u -> v)))) -> q)) -> p))) -> ~p, False
p -> (~(p -> q) -> ((r -> (s -> t)) -> ((t -> (((((r -> s) -> s) -> u) -> q) -> q)) -> (p -> v)))), False
p -> (((((~q -> ~(((~r -> s) -> (t -> u)) -> (v -> v))) -> ~~u) -> t) -> (s -> q)) -> q), False
(((p -> (p -> (~~q -> (~(r -> (r -> s)) -> (s -> (t -> u)))))) -> u) -> (v -> (r -> v))) -> v, False
p -> (q -> (((r -> ((s -> (t -> s)) -> (t -> ((~p -> u) -> q)))) -> (v -> u)) -> ((v -> u) -> v))), False
((((p -> q) -> (r -> (((s -> s) -> t) -> r))) -> ~~((q -> u) -> ~p)) -> t) -> (v -> (q -> t)), False
~~((((p -> (~q -> (~r -> (p -> s)))) -> t) -> u) -> (p -> ((t -> (q -> u)) -> ~v))) -> u, False
~((~p -> q) -> ((((r -> ((~~s -> s) -> q)) -> (~p -> t)) -> (t -> (r -> u))) -> v)) -> t, False
~((p -> (q -> ~r)) -> (s -> ((((t -> u) -> (~((v -> (s -> s)) -> s) -> p)) -> (v -> v)) -> v))), False
((((p -> q) -> r) -> ~s) -> q) -> ~((t -> q) -> ((u -> v) -> (((~q -> q) -> (u -> s)) -> u))), False
~(((~~(p -> (((q -> (q -> r)) -> p) -> s)) -> ((q -> t) -> s)) -> s) -> (u -> (v -> (p -> t)))), False
~((p -> q) -> (((q -> (r -> (~~~(~(s -> (~p -> p)) -> ~t) -> (t -> u)))) -> q) -> v)), False
(p -> q) -> (((((q -> r) -> s) -> t) -> (~(p -> t) -> (p -> (p -> ((u -> q) -> v))))) -> (t -> p)), False
p -> (((~(q -> ((p -> (r -> p)) -> s)) -> p) -> (r -> ~(t -> (q -> ~~u)))) -> (~s -> v)), False
p -> (q -> ((~~((r -> s) -> p) -> (((r -> (q -> t)) -> ((r -> (u -> ~r)) -> q)) -> s)) -> v)), False
(p -> ~(((~(~(q -> ~(r -> (s -> q))) -> t) -> r) -> (r -> s)) -> (~u -> s))) -> (v -> s), False
(~p -> (q -> ~(((r -> (~s -> (t -> u))) -> (p -> ((u -> (q -> p)) -> (v -> r)))) -> r))) -> q, False
p -> (((q -> ((~r -> ((~r -> s) -> t)) -> (~q -> p))) -> ((u -> r) -> (~q -> ~u))) -> v), False
(p -> (p -> q)) -> (r -> (((p -> ~~(~((p -> r) -> ((~s -> t) -> s)) -> t)) -> u) -> ~v)), False
((~p -> (q -> (r -> (r -> s)))) -> ((r -> ((s -> (t -> ((u -> v) -> ~u))) -> q)) -> ~p)) -> v, False
p -> ((q -> (q -> (q -> (~(~~((q -> r) -> q) -> ((s -> (t -> u)) -> (s -> u))) -> v)))) -> u), False
~(((((p -> ~~q) -> (r -> ((((s -> t) -> s) -> ~(u -> ~(s -> t))) -> p))) -> v) -> u) -> p), False
p -> (q -> (r -> (~(p -> (p -> ~((s -> ~t) -> r))) -> ((u -> q) -> ((p -> r) -> (v -> u)))))), False
~(p -> (~~q -> (~r -> ((s -> (t -> u)) -> u)))) -> (~(v -> s) -> (((s -> v) -> u) -> q)), True
~p -> ~(q -> (r -> ((s -> (~(((p -> (t -> s)) -> (r -> q)) -> u) -> (t -> s))) -> (r -> v)))), False
((~p -> ((q -> p) -> ((q -> p) -> q))) -> r) -> ((s -> t) -> ((((r -> (u -> v)) -> r) -> p) -> t)), False
(p -> p) -> ((~(q -> ~q) -> ~(r -> ~(s -> (t -> (u -> q))))) -> (s -> ~(r -> (q -> v)))), False
~(p -> ((q -> r) -> ((r -> ((s -> p) -> q)) -> ~(~~(((~t -> r) -> (u -> v)) -> v) -> u)))), False
(((((p -> q) -> (r -> s)) -> t) -> (u -> v)) -> (r -> ((~~t -> (v -> p)) -> (v -> ~u)))) -> u, False
((p -> q) -> r) -> (((~(q -> q) -> (q -> s)) -> (t -> r)) -> ~(~(t -> r) -> ((u -> v) -> q))), False
(p -> q) -> ((((r -> ~q) -> s) -> s) -> (~t -> (~u -> ((r -> ((r -> v) -> u)) -> (s -> s))))), True
~~p -> (((q -> (~~(r -> ~(s -> ~t)) -> (u -> v))) -> (((q -> s) -> t) -> ~t)) -> r), False
~~((((p -> q) -> r) -> ~~q) -> s) -> ((~(r -> ~t) -> ((t -> u) -> s)) -> (v -> ~s)), False
~((((p -> (((p -> ~(((~q -> ~~r) -> s) -> (t -> (u -> q)))) -> r) -> v)) -> v) -> p) -> v), False
((p -> q) -> (r -> (((~r -> ~(~r -> s)) -> ~~r) -> (t -> (q -> (r -> u)))))) -> (q -> v), False
(~(p -> (q -> ((r -> ((((s -> q) -> t) -> ((u -> q) -> s)) -> v)) -> r))) -> v) -> ~(p -> ~t), False
p -> ((p -> (q -> ~(r -> s))) -> ((t -> (u -> ~s)) -> ((~v -> v) -> ~(~(q -> p) -> r)))), False
~(p -> (q -> (~(~(r -> r) -> ~(s -> (t -> (u -> ~(t -> (r -> v)))))) -> (t -> t)))) -> u, True
~(p -> ~((q -> (~((~~r -> s) -> (r -> p)) -> t)) -> ((s -> ~~u) -> (t -> ~~v)))), False
(p -> q) -> (((((~~r -> ~s) -> ~(t -> (s -> q))) -> q) -> u) -> (u -> (~s -> (s -> v)))), True
~((p -> (q -> (r -> ~~~~((s -> t) -> (u -> s))))) -> (p -> p)) -> (((v -> r) -> r) -> q), True
(p -> (((q -> r) -> ~r) -> p)) -> ((((q -> s) -> t) -> (q -> u)) -> (q -> ((q -> v) -> (u -> r)))), False
(p -> (((q -> r) -> ((s -> t) -> (((r -> p) -> ~s) -> ((((u -> v) -> p) -> v) -> t)))) -> r)) -> p, False
(~p -> q) -> (~~(r -> (s -> (q -> ((~t -> p) -> ((q -> u) -> ~p))))) -> (t -> (v -> q))), False
p -> (~((q -> r) -> s) -> ((t -> (u -> (p -> (u -> (q -> ~v))))) -> (((p -> v) -> t) -> ~r))), False
(p -> q) -> (r -> ~((((s -> (p -> t)) -> (((p -> s) -> (u -> t)) -> ~~(r -> v))) -> p) -> r)), False
((p -> p) -> (q -> ((p -> q) -> (q -> (((r -> s) -> t) -> ((s -> (r -> (u -> q))) -> ~p)))))) -> v, False
~p -> ((~~(((q -> q) -> p) -> (r -> r)) -> r) -> (s -> (~t -> (u -> (~v -> (t -> v)))))), True
((~p -> ~~(q -> (p -> r))) -> (~((s -> t) -> ~~u) -> (t -> v))) -> ~~(~u -> q), False
(~(((p -> q) -> ~((q -> (r -> s)) -> (r -> ~t))) -> q) -> ~(~(u -> p) -> (v -> t))) -> s, False
((p -> q) -> (p -> (~((~~r -> ~(s -> ((t -> q) -> u))) -> v) -> ((u -> t) -> ~v)))) -> v, False
(p -> (q -> ((~(p -> ((r -> s) -> (((((s -> t) -> p) -> u) -> t) -> q))) -> s) -> v))) -> (p -> p), True
((((p -> (~q -> (r -> ~p))) -> s) -> q) -> ~r) -> ~((t -> (s -> s)) -> (s -> ~(u -> v))), False
p -> (q -> (q -> (~~(r -> ~~r) -> (~~((~(((s -> t) -> u) -> q) -> p) -> t) -> v)))), False
~(p -> (q -> ((((r -> s) -> ~(t -> (((u -> q) -> p) -> t))) -> (~u -> v)) -> p))) -> (t -> q), True
((p -> (((q -> (r -> (~p -> ~q))) -> s) -> ((t -> s) -> (r -> ((~s -> s) -> u))))) -> q) -> v, False
((p -> (q -> (((r -> (((~p -> s) -> p) -> (q -> t))) -> u) -> (s -> s)))) -> (p -> v)) -> (s -> t), False
p -> ((((p -> ~(~q -> ((r -> (((s -> s) -> ~t) -> ((u -> q) -> s))) -> r))) -> v) -> t) -> q), False
~(~~~(p -> (((p -> q) -> r) -> r)) -> ((s -> ((t -> (~t -> (p -> (r -> t)))) -> u)) -> v)), False
p -> (q -> (r -> ((s -> (~q -> ~(q -> ~(q -> s)))) -> (t -> (~~(u -> (q -> v)) -> p))))), True
~((~(p -> ~q) -> r) -> (~(((~~(((r -> p) -> p) -> s) -> t) -> u) -> u) -> ~v)) -> r, False
(p -> ((p -> q) -> (((((r -> s) -> (r -> (s -> r))) -> ~(~(t -> q) -> r)) -> u) -> ~q))) -> v, False
((p -> q) -> ~~~(r -> s)) -> (q -> ((q -> ((t -> (p -> (((u -> p) -> t) -> q))) -> v)) -> u)), False
p -> (((q -> (r -> ((s -> ~t) -> ~(u -> (~(v -> q) -> (t -> (q -> (s -> r)))))))) -> t) -> u), False
~(~(p -> q) -> (((r -> ((p -> s) -> s)) -> ((r -> ((t -> p) -> u)) -> ~(t -> v))) -> (p -> u))), False
p -> (q -> ~(((r -> ((q -> (q -> s)) -> t)) -> q) -> (~(((~t -> u) -> u) -> (v -> t)) -> s))), False
~(~p -> ((p -> ((q -> (p -> ((r -> s) -> (t -> p)))) -> (r -> u))) -> ~~~(t -> (v -> q)))), False
(~(p -> (((q -> ((r -> ~q) -> s)) -> (q -> q)) -> (t -> u))) -> ~s) -> ((r -> s) -> (v -> u)), False
((~((p -> q) -> (r -> ~s)) -> p) -> ((~q -> ((t -> ~u) -> t)) -> (p -> (s -> ~t)))) -> v, False
p -> (~q -> ((((~(r -> r) -> s) -> (t -> ((~p -> t) -> ~u))) -> v) -> ~(t -> (v -> p)))), False
(((p -> p) -> ~(~~~(q -> r) -> (((~(s -> t) -> (~~s -> u)) -> u) -> v))) -> q) -> r, False
(p -> q) -> ~~(((((~~((p -> r) -> p) -> (s -> (t -> ~p))) -> (q -> u)) -> v) -> v) -> s), False
(p -> (q -> ((((r -> s) -> (~((t -> p) -> p) -> (t -> ~(s -> u)))) -> ~s) -> r))) -> (v -> p), False
(p -> ~((q -> (((r -> (s -> t)) -> ~p) -> t)) -> (u -> t))) -> (q -> (t -> (q -> (~s -> v)))), False
((p -> q) -> ~((~r -> s) -> (q -> (~(~~((q -> ~s) -> ~(t -> t)) -> u) -> q)))) -> v, False
~((p -> q) -> ((r -> ((((~(~(s -> t) -> (u -> t)) -> u) -> u) -> v) -> (p -> (p -> t)))) -> u)), False
(p -> q) -> (((r -> (s -> (t -> r))) -> (~~((t -> t) -> ((s -> u) -> ~(v -> s))) -> r)) -> v), False
p -> (q -> ((~(p -> ~r) -> ((s -> ~((t -> ~(s -> u)) -> (p -> (s -> s)))) -> ~v)) -> s)), False
(((~p -> (q -> ((r -> ((q -> ~s) -> ~((p -> t) -> (p -> u)))) -> q))) -> q) -> (r -> v)) -> p, False
((p -> ~(q -> ~q)) -> ((r -> s) -> ~~~(~(t -> u) -> ((~(s -> v) -> v) -> p)))) -> u, False
(((p -> (~(((~((q -> r) -> (s -> t)) -> u) -> u) -> p) -> q)) -> p) -> (p -> v)) -> (~q -> t), False
p -> ~(((~q -> r) -> s) -> (~~(t -> (u -> ((v -> s) -> ~t))) -> ~(p -> (s -> ~q)))), False
~~((p -> ((q -> r) -> p)) -> ((q -> (~((r -> s) -> r) -> ~(r -> (t -> u)))) -> t)) -> ~v, False
(p -> (q -> ~(~r -> ((q -> s) -> ((t -> (u -> ~((v -> ~~u) -> s))) -> r))))) -> (r -> p), False
p -> ((((((~q -> q) -> ~~r) -> s) -> (t -> s)) -> ((q -> r) -> u)) -> (((v -> q) -> q) -> p)), True
(p -> (q -> (~(((((~q -> (r -> ~(s -> t))) -> r) -> u) -> r) -> t) -> (t -> ~~s)))) -> v, False
~~(p -> ((q -> ((q -> r) -> (s -> ((p -> (((t -> ~~t) -> u) -> (t -> t))) -> p)))) -> ~v)), False
~~p -> (((q -> r) -> ((q -> p) -> (q -> (s -> (r -> ~(t -> u)))))) -> (((v -> q) -> q) -> p)), True
~(~((~(p -> (~(q -> (p -> (r -> s))) -> t)) -> (p -> u)) -> ~(v -> ((v -> s) -> s))) -> q), False
p -> ((q -> (~(~(r -> ((s -> q) -> q)) -> (p -> ((t -> (q -> q)) -> ~u))) -> (r -> v))) -> v), False
(((((~(p -> (p -> q)) -> (p -> r)) -> ((s -> t) -> u)) -> q) -> (t -> (p -> (s -> v)))) -> v) -> t, False
~(((((((p -> (q -> q)) -> q) -> r) -> (r -> s)) -> (t -> (u -> r))) -> q) -> ((~v -> ~q) -> v)), False
~(((((~p -> q) -> r) -> (s -> ~t)) -> ~p) -> (~~((u -> u) -> ~(~v -> q)) -> ~r)), False
p -> (((((q -> r) -> s) -> ~t) -> (((s -> ((p -> ((p -> (u -> s)) -> r)) -> v)) -> p) -> v)) -> t), False
p -> (q -> ((r -> ~~(s -> t)) -> ((q -> ~(t -> (u -> (~t -> (v -> u))))) -> ~(v -> v)))), True
~~p -> (q -> (r -> ((s -> (r -> q)) -> ((~((t -> (u -> (q -> (v -> u)))) -> r) -> v) -> r)))), True
((~p -> ~q) -> (((r -> ((p -> ((s -> ~(r -> p)) -> (t -> t))) -> t)) -> t) -> t)) -> (u -> v), False
~(p -> (((q -> ~~~((~r -> s) -> (t -> ((u -> s) -> ~((v -> q) -> ~u))))) -> s) -> r)), False
~p -> (~q -> (((r -> q) -> p) -> (s -> (t -> ~((~u -> ((~v -> (r -> t)) -> r)) -> q))))), True
((p -> (q -> ~r)) -> (~~s -> ((t -> t) -> ((((s -> u) -> p) -> u) -> (v -> (s -> r)))))) -> q, False
~(((p -> ~(((q -> r) -> ~s) -> t)) -> r) -> (s -> ~((~(~r -> ~q) -> u) -> (p -> v)))), False
~((~(((p -> (((q -> r) -> s) -> t)) -> u) -> ~u) -> (r -> (v -> (~s -> (v -> ~r))))) -> t), False
(p -> (~~q -> (((((r -> s) -> s) -> ~p) -> (t -> (u -> (((s -> p) -> t) -> v)))) -> r))) -> t, False
~((p -> (~q -> (q -> (((~r -> (r -> ~(((~s -> t) -> s) -> (u -> q)))) -> r) -> v)))) -> p), False
p -> ((p -> q) -> ((~q -> (((p -> (~r -> (r -> s))) -> (t -> t)) -> u)) -> ~(~~t -> v))), False
(p -> ((q -> p) -> (r -> ~(((q -> s) -> ~t) -> (~~(~r -> u) -> (v -> (s -> p))))))) -> t, False
p -> (((~q -> (((r -> s) -> (s -> t)) -> r)) -> (((((u -> ~v) -> ~q) -> q) -> t) -> t)) -> u), False
~(((p -> (q -> r)) -> ~p) -> (~s -> ((((r -> (t -> u)) -> ~p) -> (~(q -> v) -> v)) -> u))), False
((p -> q) -> ((~~(q -> ~(r -> (s -> t))) -> r) -> (u -> p))) -> ~(~(v -> p) -> (p -> q)), False
~(p -> (q -> ((r -> (~~~(~s -> (((p -> (p -> ~t)) -> ~u) -> t)) -> u)) -> v))) -> t, False
(p -> (~q -> ((~~r -> (s -> (~(t -> u) -> (~(s -> (u -> t)) -> q)))) -> v))) -> (s -> s), True
(((p -> q) -> q) -> (((r -> (q -> s)) -> t) -> ((u -> ~r) -> u))) -> (u -> ~(~(v -> v) -> q)), False
(p -> (q -> (~(~~~p -> (r -> s)) -> (r -> ((t -> u) -> ~(v -> u)))))) -> ((v -> q) -> t), False
p -> (((~((~~q -> r) -> r) -> (~~(((s -> (p -> ~t)) -> u) -> t) -> ~r)) -> v) -> v), True
~~~((((((~p -> (~q -> (r -> s))) -> t) -> q) -> (((q -> u) -> (p -> q)) -> t)) -> r) -> v), False
(((((p -> p) -> q) -> r) -> p) -> (((q -> p) -> ((~~(s -> t) -> u) -> s)) -> ~(q -> v))) -> r, False
~(((p -> ((q -> (r -> ((s -> ~(t -> u)) -> (~q -> (s -> t))))) -> s)) -> v) -> ((s -> u) -> p)), False
(p -> q) -> (((~q -> ~(~(r -> p) -> ~(~r -> p))) -> (((s -> t) -> u) -> p)) -> (v -> q)), False
(~p -> q) -> (((~(((r -> (s -> ~t)) -> (s -> u)) -> t) -> (~~v -> r)) -> v) -> (p -> s)), False
~(((((~p -> (q -> ~(r -> ~(~s -> s)))) -> t) -> u) -> (v -> p)) -> ~t) -> (~p -> u), False
p -> (p -> (~~(~(q -> ~((r -> ((s -> t) -> u)) -> (v -> ((q -> v) -> q)))) -> ~s) -> q)), False
~((((((p -> q) -> q) -> ((r -> ~s) -> t)) -> ~(~u -> (~~v -> (p -> r)))) -> ~v) -> u), False
~~((p -> (~~p -> (q -> q))) -> (((~r -> q) -> (s -> t)) -> ~r)) -> ~(p -> (u -> v)), False
p -> ((q -> ((((r -> s) -> (((((t -> p) -> s) -> p) -> u) -> ~t)) -> v) -> (t -> t))) -> (t -> p)), True
(~(((p -> q) -> (r -> (~~s -> (~~t -> (p -> t))))) -> (u -> u)) -> ~q) -> (v -> ~p), False
(((p -> ((((q -> q) -> ~r) -> (r -> (s -> ~t))) -> (u -> ~(t -> r)))) -> p) -> u) -> (p -> v), False
((p -> ((q -> ~~(r -> ~s)) -> (t -> (((u -> v) -> s) -> v)))) -> ~~r) -> (q -> (t -> p)), False
p -> (q -> ~(~((p -> ((~r -> s) -> ~(r -> p))) -> t) -> ~((u -> (t -> v)) -> (p -> r)))), False
(~(p -> ((q -> r) -> ~~r)) -> (s -> ~(t -> (~((u -> r) -> v) -> r)))) -> (q -> (s -> v)), False
~(p -> (~q -> ((r -> ~~r) -> q))) -> ~((s -> (t -> (u -> ((q -> ~~r) -> v)))) -> p), False
(p -> (q -> (r -> (~s -> (r -> t))))) -> (((r -> ~t) -> (u -> v)) -> (~~~t -> (u -> u))), True
p -> (((q -> ~p) -> (r -> s)) -> (((s -> (~(t -> u) -> ~(t -> v))) -> (t -> (q -> p))) -> q)), False
~(p -> ~(((~~q -> ~((r -> s) -> (((q -> t) -> s) -> u))) -> p) -> ~(~v -> p))) -> v, True
~(((~p -> (q -> ~r)) -> ((~s -> (~t -> p)) -> ((t -> (~u -> ~(v -> v))) -> q))) -> s), False
~(p -> (((q -> ((((r -> ((s -> ~~t) -> ~~s)) -> u) -> q) -> s)) -> ((p -> p) -> u)) -> v)), False
((((p -> ~(((q -> r) -> s) -> (t -> u))) -> s) -> ~~q) -> ((v -> t) -> u)) -> ((q -> v) -> u), False
~(((~p -> ~(q -> (r -> s))) -> ((t -> (p -> (s -> u))) -> p)) -> ~(u -> ~s)) -> ~~v, False
((p -> (q -> r)) -> p) -> ((~~s -> t) -> (u -> ((((t -> r) -> s) -> (r -> ~t)) -> (v -> s)))), False
p -> (~q -> ~((~r -> (~((r -> s) -> (((((s -> t) -> u) -> t) -> v) -> ~p)) -> t)) -> q)), False
~(p -> (q -> (r -> ((r -> ((r -> (s -> r)) -> p)) -> ((~r -> (((t -> ~u) -> v) -> u)) -> s))))), False
((p -> q) -> ((q -> (r -> s)) -> ~((((((r -> t) -> u) -> (s -> t)) -> u) -> t) -> (t -> v)))) -> u, False
~(p -> (((q -> ((((r -> ~p) -> s) -> (q -> q)) -> ~~~(~t -> ~u))) -> q) -> v)) -> v, False
~p -> ((((q -> r) -> ~(p -> s)) -> (~((s -> q) -> ((q -> ~(~t -> p)) -> u)) -> v)) -> s), False
((p -> p) -> q) -> (((r -> ~(((s -> ~t) -> (p -> q)) -> u)) -> ~u) -> ((t -> ~~p) -> v)), False
(p -> ~((q -> (r -> p)) -> (s -> (((((t -> (q -> r)) -> u) -> (p -> q)) -> s) -> s)))) -> (v -> v), True
~(p -> q) -> ~((~(((p -> r) -> s) -> ((~t -> u) -> u)) -> ((~~~r -> t) -> v)) -> u), False
((((p -> p) -> ((((q -> (p -> r)) -> r) -> (s -> s)) -> ~(t -> q))) -> (r -> ~t)) -> u) -> ~v, False
((~p -> (q -> (((q -> r) -> (s -> ((r -> t) -> t))) -> p))) -> u) -> (((s -> r) -> (p -> v)) -> p), False
(~p -> (q -> ~(p -> ((((r -> (s -> t)) -> t) -> p) -> u)))) -> ((p -> t) -> ~(s -> (v -> q))), False
~(~(~(~(~~p -> (q -> p)) -> r) -> s) -> (s -> (((t -> (u -> (~v -> r))) -> p) -> s))), False
(((p -> q) -> (p -> ((((r -> (~~s -> t)) -> s) -> r) -> u))) -> (v -> v)) -> ~~(s -> ~r), False
p -> ((((~(q -> r) -> r) -> (~s -> t)) -> ((s -> (r -> (p -> (~s -> u)))) -> v)) -> (t -> q)), False
~(p -> (q -> (~(~r -> (s -> ~q)) -> (~(t -> r) -> s)))) -> (((t -> u) -> s) -> (u -> v)), True
(~(((~p -> q) -> q) -> r) -> ((q -> (((p -> s) -> ~(p -> t)) -> ((u -> s) -> s))) -> t)) -> v, False
p -> (q -> ((q -> r) -> ((p -> (p -> (r -> s))) -> (((t -> ~~u) -> ((t -> p) -> ~p)) -> v)))), False
(((p -> q) -> r) -> r) -> ~(~~s -> ((~s -> ((~t -> ((t -> u) -> (p -> q))) -> r)) -> v)), False
(p -> (q -> ((r -> (~r -> ((s -> t) -> (((q -> (r -> (u -> v))) -> s) -> q)))) -> (q -> s)))) -> u, False
(p -> ((q -> r) -> ((s -> ((t -> (u -> u)) -> ~(u -> ((v -> ~(p -> t)) -> r)))) -> ~u))) -> u, False
~~((~p -> q) -> r) -> (~s -> (((~(r -> t) -> r) -> (p -> (u -> v))) -> ((v -> u) -> v))), False
(((p -> q) -> (r -> ~s)) -> ~(t -> (((~(s -> u) -> (p -> q)) -> p) -> q))) -> ((q -> q) -> v), False
~((p -> ((q -> p) -> (((r -> (p -> (r -> s))) -> ((r -> t) -> (u -> r))) -> v))) -> ~~(t -> v)), False
p -> (((q -> (r -> s)) -> t) -> ~(~(~t -> ~(u -> v)) -> ((~(~q -> ~s) -> s) -> r))), False
p -> ((((((~q -> r) -> ((((~s -> (t -> q)) -> (u -> r)) -> t) -> s)) -> ~r) -> v) -> t) -> s), False
((p -> q) -> (~~(~((~r -> ((s -> p) -> p)) -> t) -> ~(~u -> (v -> ~u))) -> v)) -> v, False
p -> ((q -> r) -> ((~(s -> t) -> (q -> ((u -> (u -> (v -> v))) -> ~~(q -> (v -> t))))) -> v)), False
~((((~p -> (q -> (r -> s))) -> ~~t) -> ((~(r -> ~p) -> u) -> u)) -> (p -> ~v)) -> r, False
(p -> (~q -> (((r -> p) -> ~((~r -> s) -> (~(t -> p) -> (u -> (~t -> v))))) -> s))) -> t, False
(((p -> ~q) -> (r -> ~(s -> r))) -> t) -> ((u -> (s -> u)) -> (t -> ((v -> (q -> ~v)) -> u))), False
(((p -> q) -> ((~r -> ~s) -> (~(((r -> ~(t -> u)) -> v) -> p) -> ~(t -> q)))) -> u) -> s, False
((p -> q) -> ((((r -> s) -> ~(s -> t)) -> r) -> q)) -> ((((u -> t) -> v) -> v) -> (u -> (p -> v))), False
(p -> ((q -> (r -> ((s -> t) -> s))) -> (u -> ((v -> r) -> ((~u -> v) -> (r -> r)))))) -> (p -> u), False
((~(p -> ((q -> ~(~p -> ~(r -> s))) -> (~t -> r))) -> (u -> u)) -> v) -> ((s -> s) -> v), True
(~((p -> q) -> r) -> s) -> (~p -> (((~t -> s) -> (u -> ~(u -> (u -> (~u -> v))))) -> s)), False
p -> ((q -> ((((~r -> (~r -> (q -> s))) -> q) -> t) -> p)) -> ((~(p -> (u -> s)) -> v) -> q)), False
(((~p -> q) -> (q -> ~(~~(r -> s) -> ~t))) -> (t -> u)) -> (~((~s -> s) -> v) -> r), False
~((((p -> ~~~(((q -> r) -> (p -> r)) -> (r -> p))) -> ~(~~(s -> t) -> u)) -> p) -> v), False
((p -> (q -> (((r -> r) -> (r -> s)) -> (t -> (((((u -> q) -> v) -> v) -> s) -> p))))) -> ~v) -> t, False
(p -> (~((q -> ((~r -> s) -> (~t -> u))) -> (~(t -> (~r -> v)) -> s)) -> (t -> q))) -> s, False
((~p -> (~q -> ((r -> s) -> ((t -> (r -> ((p -> p) -> p))) -> (~t -> r))))) -> (u -> r)) -> v, False
(p -> ((((q -> q) -> (q -> (((r -> s) -> r) -> (((t -> s) -> u) -> ~v)))) -> r) -> s)) -> (t -> t), True
p -> (q -> ~((r -> (p -> s)) -> (((p -> (~~p -> (t -> (u -> (~v -> r))))) -> t) -> ~p))), False
(p -> ~p) -> (q -> (r -> (~~(s -> (s -> t)) -> (u -> (v -> ((s -> v) -> ((q -> u) -> p))))))), False
p -> (q -> (~(((r -> s) -> t) -> (u -> ((s -> (q -> q)) -> ((t -> v) -> ~(v -> v))))) -> ~q)), False
(p -> q) -> (~~r -> (~((s -> ~t) -> s) -> ((~(u -> v) -> (v -> q)) -> ((v -> r) -> p)))), False
(((((p -> ~q) -> (~((~r -> (s -> p)) -> (q -> ~p)) -> t)) -> ~~q) -> u) -> u) -> ~v, False
((p -> (p -> ~q)) -> ~(((~p -> r) -> ~(q -> s)) -> t)) -> (~(u -> (v -> (u -> t))) -> s), False
p -> (~(~(~q -> (r -> ~p)) -> ((~(((s -> t) -> u) -> u) -> (~~v -> v)) -> t)) -> r), True
~(((p -> q) -> ((((r -> ~r) -> (r -> s)) -> t) -> (((~u -> ~~r) -> (p -> v)) -> p))) -> u), False
((((p -> ~p) -> ((p -> (q -> (r -> ((q -> s) -> q)))) -> (p -> ~t))) -> u) -> (r -> v)) -> ~q, False
~(((~~p -> (((~~q -> ~r) -> ~s) -> (~t -> u))) -> ~~(t -> ~t)) -> r) -> v, False
p -> ~(((q -> (r -> ~r)) -> (s -> (t -> ((u -> u) -> (p -> ((v -> ~~~q) -> q)))))) -> p), False
(p -> p) -> ((((q -> ~~((r -> ~~s) -> (~(t -> u) -> (v -> q)))) -> (q -> q)) -> t) -> r), False
((p -> q) -> r) -> ((r -> (s -> ~p)) -> ~(~(t -> ~((p -> ((~t -> q) -> u)) -> r)) -> v)), False
(((p -> ((q -> r) -> p)) -> s) -> s) -> ((((t -> (r -> r)) -> ~((u -> u) -> p)) -> ~t) -> ~v), False
