formula, is_tautology
~((p & q) v ~((r & ~p) v s)) -> (p & ((t -> p) v p)), False

p & (((~q & p) v (r v (q -> (((s & t) & t) & s)))) v p), False

(p v (q -> ~~~r)) & (((s -> t) & (q -> (p -> q))) & p), False

~(((p -> ((q -> r) -> s)) -> q) v (r & ~t)) -> (t & ~t), False

(((p -> (q -> ~q)) v (q -> r)) v q) & (~(s & ~t) & p), False

(((((p -> q) -> (~r & s)) v ((r v t) & t)) -> r) v s) & s, False

(p v p) & (~q v (q v ((((r v p) v (s -> p)) -> t) v r))), False

(p -> ~((~((q v q) v ~r) -> (q & (s v t))) -> s)) -> q, False

(p & (q & ~(~r & r))) v ((s -> (s -> (t v ~s))) -> r), False

(p & ~((p & (~q & r)) & ((q -> s) & (~p v r)))) v t, False

(p & q) v ((p v (r -> s)) & ((p -> (p & (t v t))) & ~p)), False

p -> (q v ((r & (p -> (s v ((q v s) & (t & s))))) -> ~r)), False

~(p & ((q v (r -> ((s & r) -> (s & ~t)))) v (q & ~p))), False

(~(~p v q) & (r v (s & t))) & (p v ((~s & q) & p)), False

((p v (q & ~((q -> r) -> s))) & ((t v p) & (r v r))) -> p, False

p -> ((q v r) & (((~p v ~s) v s) -> (t -> (q -> ~p)))), False

p & (((((q v r) & (r & r)) -> ~q) -> (q & s)) -> (t & r)), False

p -> ((q & (p -> ((r & s) -> t))) & (t -> ((~p -> s) & p))), False

~(p -> p) v ~(q v (r -> (((s & (q & t)) -> p) -> ~t))), False

~((p & ~~q) & ((((r v ~r) & s) & s) & ~s)) & t, False

(p -> ~(q v (p -> (((r v (q & r)) & (s v r)) -> r)))) -> t, False

(p -> (((~(q & r) & (s & p)) v s) v (t -> (s v t)))) -> t, False

p & ((q -> (~r & s)) v (((r -> t) v (r & r)) & (q -> r))), False

(p v q) v (~(~q -> q) & ((r v (~(s v r) v p)) v t)), False

~((p v ((p -> q) v (q v (q v q)))) -> (((r & s) -> t) -> t)), False

((p & q) & ((~((r -> q) & (s -> (q -> p))) v t) -> s)) & r, False

(p v (q & r)) v (s & (s v (s v (((~t & r) v s) v p)))), False

((((p v q) -> (p -> r)) v (~p & p)) -> (s v (p -> t))) -> q, False

p & ~((((q & r) -> r) & (((r -> s) & (s & p)) v t)) -> s), False

p & ((p -> q) v (((r -> (p v s)) & t) -> ((t & t) -> ~p))), False

(((p v q) -> ~~r) v s) v (((t & (r v t)) v q) & ~q), False

(p & ((q & r) -> ~~((r -> r) & (s v (~q v r))))) v t, False

((p -> (q & (q -> r))) & p) -> (s v (t v ((s -> r) v ~q))), True

(p -> (q v r)) -> (p v (~s & ((t & (s -> r)) & (s & r)))), False

p & ((~(q v q) & (r -> ((s -> s) v (s v t)))) & (s v s)), False

(p -> ((q & ((r -> (~r -> ~~(s & r))) -> t)) v p)) & p, False

(~(p -> ~(~((q -> q) & r) v q)) & s) v (r -> (t -> t)), True

(~p -> (q -> (r -> ~((p v p) -> ((s & t) v ~r))))) -> q, False

(p & ~(~((q v (~(r -> q) v s)) -> q) -> t)) & ~~q, False

((~(p v q) v (~(r -> (q -> s)) -> (q & r))) & p) & ~t, False

(((p v (~(q v (r v s)) & (~q & r))) -> t) & ~q) v r, False

p & (~~((q v ((p & ~(~~r & p)) v s)) -> t) -> q), False

(p & q) -> ((r -> r) -> (((s & (t v ~~~t)) v q) v t)), True

((p -> ((((q v r) v s) -> ~s) v t)) & t) -> (s v (r v t)), True

(p v q) & (((r & q) & ((r & (~q v (q -> s))) -> t)) v r), False

(p & ~(((q v r) & r) -> p)) v (q & (~s & (p & ~t))), False

p -> (~((~((~q -> q) -> ~r) & ~p) -> (s v t)) v p), True

~((p v (~p -> (q -> q))) v (((r v (~q & s)) & r) v t)), False

(~p & ~q) -> (((((r v s) & p) -> (r & ~t)) -> r) & p), False

p v ((p & ((~p -> q) -> (((q & r) & s) v (r & t)))) v s), False

(p & ((~q -> r) -> r)) -> ((s -> ~(q v (~t v s))) v r), False

(p v (q v (~r -> ((((~p -> s) & q) v t) -> p)))) & ~p, False

p & (((q -> ((~r & (s & s)) -> (r & s))) v ~t) -> ~s), False

~((p -> (q -> r)) -> ((s v (t -> ((r v r) -> (q -> p)))) -> s)), False

(p v ((q -> r) & (s & (~(s v s) & t)))) -> ((r -> t) -> s), False

~(p v ((q v ~((~r -> s) & t)) v (r v (r & (q v p))))), False

p v (q -> (~r -> ~(s v (((s -> (~t & q)) v r) & r)))), False

(p v (q & ((r v ~((r v q) & (s v t))) & (q -> s)))) -> q, False

(~(((p & q) v r) v (s -> p)) & (((r & r) & q) -> t)) & s, False

(p & ((((q & r) v p) v (s -> p)) & ~(s v (q -> q)))) & t, False

((((p -> ((q & ((r -> r) & ~s)) & p)) v t) v r) -> s) v p, False

(~p & (((~q -> ~r) v p) v ~~s)) & (r v (p v t)), False

~((p v q) -> (r v p)) v (((r -> s) & p) & ~~(t -> s)), False

~(p & ((q & r) -> (r v ((((s & s) -> t) -> (s v q)) -> s)))), False

~((~p & q) -> ((r & s) v (t & (s -> r)))) v (~s & t), False

((p v ~q) v (r -> ((((r v p) -> p) v ~s) & ~s))) v t, False

(p -> q) -> (r & (s & ((q v s) & (r & (p -> (~t -> q)))))), False

(p -> q) -> ((r v r) & (((s -> (q & (q & q))) & t) v ~q)), False

~((p -> q) & q) -> ((r v ((s v p) & t)) v (p & (s & s))), False

(((~((p v (q & (p v q))) v q) -> r) & ~~s) & p) & t, False

((((p & q) -> ~~p) -> (r -> q)) & s) & (~s v (q -> t)), False

(~(p & (((q v (r v (r -> s))) v (q -> q)) & t)) & p) -> s, False

p -> ((q v p) & (~~r -> (((~r & s) & (t -> t)) & s))), False

((p -> (((~(q & r) -> s) & ((q -> q) -> t)) & r)) & t) -> s, False

~(p & (p & (q & (((((q & p) & r) -> s) v t) v (s -> p))))), False

((((p -> (q v q)) & ((r -> s) -> s)) v (~t v t)) & q) & p, False

((((p & (q -> r)) -> p) -> q) v ((~q & r) v s)) & (r v t), False

~((p -> (((q -> (q -> p)) -> (p & r)) & s)) -> ((t v t) v t)), False

p -> ((q & r) v ((r & s) & (((s & (t -> t)) -> r) v ~p))), False

(p -> ((q & (r -> (p & (s & ~p)))) v (q v t))) v ~~s, False

((p -> ~q) & q) v (((r v r) & p) v (r & ((s & s) & t))), False

((p v q) v (r -> ~s)) v (r v ~(r -> ~((t & q) & q))), True

((((~p & (q v ~r)) -> (s -> ~p)) v ~q) & ~t) v t, True

p & ((q v (((~(q v r) v q) -> s) -> (s -> s))) & (t v r)), False

p & ((q -> (r -> ((s v t) -> ~((q -> t) -> (r v s))))) & p), False

(p v p) & ~(((q & ~(r v (q -> s))) v t) -> (~s & q)), False

(~p v (((q v p) -> p) & (((r -> (s v p)) & t) v t))) & p, False

(p & q) -> (~((q v (r -> s)) & t) v (p & (r v (t -> r)))), False

(((p & q) -> r) -> (q v s)) & ~(p & (t v (p -> ~~r))), False

(((p & q) -> ~(p & (r v (s -> (s -> (s & p)))))) & t) -> p, False

(((~p v (q v ~q)) v r) v ~((s v (s & s)) & s)) v t, True

(p v ~((q v ~(r v ~(s v ~t))) -> ~(q -> q))) v t, False

~~(~((p -> (q & (r -> (p v (s & (t -> t)))))) -> t) v s), False

p v (((~q v r) -> ((s v (~t & (t v t))) & p)) & ~q), False

(p -> ~q) -> ((~~q & ~(~r v s)) -> ((t -> p) -> p)), False

(p v (q -> ((r -> (p -> s)) -> ((q v p) v ~q)))) -> (q & t), False

((p & q) & r) & ~(s -> (((p & (p v t)) v (q -> s)) & r)), False

(((p v (q v r)) & p) v r) v (s v ((p v (~s -> t)) & s)), False

(p -> ((((q v r) -> (r -> ((r -> s) -> t))) v ~r) v r)) & t, False

((~p -> ~(~q & r)) -> ~(s & ~(r v (s -> s)))) v t, True

((p -> ((q v r) v (q v s))) -> ~(t & r)) & ~(s v ~r), False

((p v ((q & (~r -> q)) & r)) v s) & ((t -> (q & q)) v t), False

p v ((q -> (p v (r -> q))) v (((q & ~r) -> (s v s)) -> t)), True

p -> (((q & q) v (r -> (((~s -> s) -> t) & q))) -> (p -> s)), False

~(p v (q v (((q & ((~r -> (s v r)) v ~p)) -> t) v r))), False

((~p v q) & r) v ((q & ((s v s) & (~t & p))) v ~p), False

((((p & q) v (r v (p v s))) v p) -> ((q & ~t) v s)) -> q, False

~p -> (q v (r -> ((((s -> (r v q)) -> (r & t)) & s) v q))), False

~p -> ((q & (r & ((((~q -> s) v ~t) v s) v t))) v q), False

((p & (((~q & (q v r)) & s) & r)) -> ((t -> t) & t)) -> r, False

(((p v (~p & (q -> r))) & ~p) -> ~(s v r)) v (s -> t), False

(p -> q) & (p & ((r -> p) -> ((s v ~r) & (s -> (p & t))))), False

~((p -> q) -> ((r v ~(s -> (((q -> t) -> ~s) & s))) & t)), False

(((p & (q v p)) & (r v ((s & ~r) v t))) v q) & (t & q), False

(p v (~(q v (q & r)) -> ~~(s v p))) v ((t -> r) & r), False

((p & q) & r) & ((s & (q v ((p v ~t) & t))) v (t v r)), False

(p & (q -> ~(p v (r -> s)))) & ((t -> q) & ((q -> s) -> r)), False

(p & (((~~~q -> r) v (s & r)) -> t)) v (p & (q & s)), False

p -> ((((q & ~(p & (r v ((p v s) v t)))) & s) -> s) v s), True

~((p v (p -> ((q & ~r) & (r -> ((s & t) v ~s))))) & r), False

~((p -> ~(q v q)) -> (((r -> s) & (~t & p)) -> (s & t))), False

~(p & (~(~q -> r) v s)) v (r v ((p -> (t v p)) -> t)), False

((p v (q & ~(~(r v (r v (s -> p))) -> p))) v ~t) v s, False

p & (q v ((((r -> ((p -> s) -> t)) -> (p & ~s)) v q) & q)), False

p -> ((((q -> r) -> (p v s)) & ((s -> t) v ~(s -> s))) & q), False

(p v (~(q -> q) v ((((p v r) & s) v (s v p)) v t))) & t, False

p -> (((((q -> r) -> r) v (s & ~q)) & q) & (t -> (s v t))), False

p -> (((p & (q -> r)) & r) v ((s -> t) -> (~r & (p & q)))), False

~(((((((p & p) v q) -> p) -> (r -> (s & t))) -> p) v t) v s), False

p -> (~~(~~((~q v r) -> p) & ((s -> q) v t)) v r), False

(p -> (q v (~(r -> r) & (((q & s) & q) v q)))) & (t -> r), False

(p & ((q v (r -> ~(~(r -> q) -> r))) -> ~s)) v (p & t), False

p -> (p v (((~p v q) & ((~(~r v s) & t) v r)) & r)), True

(((p & p) & q) -> ((((r -> p) & s) -> t) v ~(r v p))) v q, True

p -> (q v ((r v (s -> s)) -> (q & (q & (p -> ~(q & t)))))), False

(p v (((q v q) v (r & ~(r -> p))) v r)) & (s -> (s -> t)), False

(~(p v ~(((q v p) & (r & r)) -> (~s v t))) -> q) -> q, False

(p v ((q v (((p & q) v r) -> (~s & s))) -> t)) & (p v q), False

p & (p & (((q & p) v p) -> (((r -> q) & (s & ~t)) -> t))), False

p -> (((q -> (((q v r) & ~q) v (~s v q))) -> ~t) & s), False

(((~((~p v q) -> (p v q)) -> r) & ~r) v s) v (t -> r), False

(p v ((q v r) v (s & ((s -> q) -> ((s & r) -> p))))) -> ~t, False

p v ((q & (~(~(r v (~p & s)) v q) v (t & p))) -> r), True

((p & q) -> ((r -> (~p & s)) v (r & (t & t)))) -> (r -> p), False

p -> ((((((~q v r) -> ~p) v s) -> (p & t)) & p) v ~r), False

((p v q) & p) & ((r v ((q & (~s -> p)) v p)) & (t v q)), False

(p -> (((q v (r & (~~s & (s -> t)))) v r) v ~s)) v t, False

~((((p -> (q -> ((r -> (s -> p)) v s))) & t) -> (q -> r)) -> q), False

((p -> ~q) v (r & (p -> (~s -> ~~q)))) & ~(s v t), False

~p & (q v ((((r & (~s -> s)) v r) -> r) v ~(s -> t))), False

~(p & ((((q & ((r -> s) -> t)) & q) v ((t v s) -> t)) & r)), False

((p & q) v (r -> s)) & (q v ((~s v (q -> (s -> s))) & t)), False

(~(p v ~((q & r) v (s & ((t & t) & p)))) v p) & ~t, False

~((((p -> (q -> (p -> ((r v (q & s)) v p)))) v r) -> q) & t), False

p & ((~~q -> p) v (r & (((s & (r & p)) -> q) v ~t))), False

(((p & ((q v (((r & r) v s) -> t)) -> ~s)) v t) v s) -> p, False

~(p -> (((q & ((q -> (r -> (p v s))) v (p & t))) v t) v r)), False

((~(~(p -> q) -> p) & r) v (~s v (q & (t -> t)))) -> s, False

((((p v q) v p) -> (r -> (~s -> t))) & (t v p)) -> ~~s, False

~((((((p v q) v ~r) v ~q) v (s v t)) -> ~~q) v t), False

((p -> q) v (((((r v p) & ~r) & s) v t) -> (t -> r))) & p, False

((p -> (q -> ((~r & (p -> ((p & s) & t))) & s))) v q) & s, False

((((~~p & q) & r) -> (q v p)) & ~(p & (p & s))) & t, False

(~((p & (q & q)) v ((r v s) & p)) v r) v ((s -> t) v q), False

((p & ((~q -> ~r) v p)) & ~(s v (~~r & t))) v t, False

~(p & (q v (p -> ((r v (s v ~~((r -> s) & s))) & t)))), False

p -> (((p & (~q v ((r & ((s -> q) -> s)) v q))) & r) & t), False

~((p -> q) v p) & ((p & ((r -> (s v p)) -> (r -> t))) & s), False

((((p & q) -> q) & ((r v p) & ((~s v r) v t))) & t) v s, False

((p -> q) -> ((q v r) & p)) v (((s & p) & ~(p v t)) v t), False

(p -> q) v (r v (q v (~q v (((p -> p) & (s -> t)) v r)))), True

~p & (q -> (r -> (((s -> ~~(r & r)) & t) v (q v s)))), False

~((p v (q -> ~(~r & (p -> p)))) -> (p v (s & t))) & p, False

((p v q) -> ~(p -> p)) -> (r -> (((r -> r) v s) -> (t v q))), False

(p -> (((~q & q) & q) -> r)) v (s v (~~(s v t) & t)), True

p & ((p -> ~(q v (r -> (q & s)))) v (t & ((t -> t) & p))), False

~~p v ((q -> (p v (r v s))) -> ((t & r) & (s -> ~p))), False

p -> (~(q v ~p) & (p -> ((p -> r) -> (~s -> (r -> t))))), False

p -> (~((((q & (r -> s)) & t) v r) -> (p & q)) v (s -> t)), False

p -> (q v (((q -> (r v ~r)) v s) v (((p -> p) & q) -> t))), True

((p & ((q & ((p -> r) & r)) -> ~s)) -> ((q -> t) -> r)) v s, False

(((((~p v (~(q -> ~r) -> r)) & p) -> s) & p) -> t) & q, False

(((p v ~q) v ~~r) -> (p v s)) v (s v ((t v t) & t)), False

p v (q v ((((r -> s) & (t -> ~(q v p))) & (q & p)) v p)), False

~((p -> (((q -> ((r v ~q) & s)) & s) v (q & t))) & ~r), False

p & (~q & ((r v ~q) v (~r v (s & ((t v s) -> t))))), False

p v ((q -> q) -> (q v (((r -> r) -> q) v (~p & (s & t))))), False

p -> (~~(q -> ((r -> (p & s)) & ~~(~t & p))) & s), False

~(p -> ((q v p) -> (((p & (r -> q)) v (s -> r)) v (t v p)))), False

(p -> (((~((q -> r) -> (s v s)) v q) & (t & s)) & t)) -> q, False

(p v q) v (r -> ((r v r) & ~~((s -> (t & r)) v ~r))), False

p & (((q & (~r -> s)) -> (q v ((s & (r -> t)) v q))) & t), False

p -> (q & (p v ~(((((r & p) -> s) -> t) v r) v (r & r)))), False

((((p & (q & q)) v r) & q) v ~((s & s) v (t v r))) v r, False

((p & (q -> r)) -> s) -> (~s v (((t -> ~~s) v s) -> p)), False

~((((p -> ((q & q) -> r)) & ~(r v s)) & q) -> t) & ~r, False

p v (~((p -> ((p & q) & ~(~r & (s & p)))) v r) & t), False

p & (((q -> ~(q v r)) & (q v (s v t))) -> ~(q v ~t)), False

~(((p & ~q) -> (~(r & (s v (t v (t & s)))) -> r)) & t), False

((p -> ((p -> q) v ~(r -> p))) -> r) & ((s -> s) -> (s & t)), False

p -> ~(q -> ~((p -> r) -> (s v (~((t -> r) v r) & q)))), False

((p & ((q -> r) v (s & (t -> (t v p))))) & ~(q v q)) & s, False

((p & ((q v (~r -> q)) -> ((q -> p) -> q))) v (s & r)) v t, False

p v ((q & p) v ~((r & (s -> r)) -> (~t v ~(p & t)))), False

((((p & (q v ~r)) v p) v ~p) & p) v (r v (s & ~t)), False

~(p v ((q & (~~q -> ((r & ~(s v ~t)) & p))) v q)), False

(p v q) v ((((r & ~p) -> s) v (p v ((s & t) v t))) & s), False

((p -> (((((q & p) v p) -> r) -> s) v t)) v (p -> ~t)) v t, True

(p -> ~(((q & r) v q) & (s v (t & s)))) & ((q & r) & t), False

(p v q) -> ~((r v s) -> ((t & ~(t -> (r v ~q))) v p)), False

(p & q) -> (r & ~(((~q -> (q & ~s)) v r) -> (t & r))), False

((p -> ~~(~(q -> r) -> (~(r v s) v q))) & p) & ~t, False

((p -> (((q & r) v s) v ~~~t)) v ((r -> s) v q)) & r, False

(p v (p v q)) & ((r & ~s) v ~(s & ~((t & p) -> s))), False

((~p -> q) v (((r -> ~s) v s) v (r -> r))) & (s -> ~t), False

(((p -> q) v (~q -> p)) & (((r v s) -> s) v ~~t)) -> q, False

~((p v ((q & (r v p)) v (r v q))) & ((s v (s v t)) & p)), False

(p v ~(~(q v ((~(p -> q) & r) & r)) v (s -> t))) -> r, False

((p & ((q & ~r) & q)) v r) & (s v (t v ((s -> s) v r))), False

((p -> q) & ((((r -> ~(p v r)) -> r) v (r v p)) & s)) -> t, False

p v (((((q v p) v ((r v s) v (s -> ~q))) & q) -> s) -> t), False

p v (((q & (~(r v ~~s) -> (q -> (q -> t)))) v r) v q), False

p -> (((q -> (r v ((s v r) & t))) & p) -> ~(t & (q -> s))), False

p v ~(((q & ((((r v s) -> t) & s) v ~~s)) v p) & s), False

p v (~((~q v r) -> (((~s v s) & t) & t)) -> (t v t)), False

~(((p -> ((q & r) & (((p & s) v s) -> r))) & (s -> t)) -> r), False

(p v ((q -> (((~(r -> s) v r) v r) v r)) -> t)) v (q v q), False

(p v ~q) -> (((r -> p) v ~~s) v ((t v (p v t)) -> p)), False

((~p v p) & q) v (~(r -> (((s v q) v p) -> ~t)) v t), False

((p & q) -> p) v ~(((r v (p -> s)) v (t v (t -> t))) v t), True

((p -> q) v ~((~p -> r) v ((q v s) -> t))) v ~(r & s), False

(((p v p) & ((q v (((r -> ~r) -> p) & s)) & q)) & t) -> q, True

p & (~q & (p v (r v (s v ~~((t v (s v r)) & q))))), False

((p & q) v (q v r)) & (((q -> ((~s -> p) -> t)) -> t) & s), False

((p -> ((q v r) & p)) & (~~p & (s -> t))) & ~(r v q), False

p v (p v ~~((((q -> r) -> q) -> (~s -> (r -> t))) -> q)), False

((~p v (~q -> (~r & (((p -> s) -> t) v t)))) -> r) -> r, False

p & (~(((q -> ~r) & p) -> (s -> ~t)) -> ((t -> r) v p)), False

~p v (((((q v p) v ((r v p) & q)) -> (s -> t)) & q) & s), False

~((p & (q & r)) & (~((s -> q) & ~t) & ((r v q) & q))), False

(((~~p v (q -> r)) -> ~((s -> s) v s)) v (r v r)) v t, False

p v (q -> (p -> ((r -> q) -> (s v (t -> ~(~~t v q)))))), True

((~(p -> q) v (~~r & (r -> (s -> s)))) -> q) v (t v r), False

~((p v q) v (~(r -> (q v s)) & (r -> t))) -> (~r v q), False

~((((p v ~q) & p) v (~(p -> (r v s)) v (t v p))) v t), False

((p -> (q v r)) v ~((p -> s) & (q & ((p -> q) & t)))) & p, False

(((~p v q) v ~r) -> p) & ((s & q) -> ~((s & s) -> t)), False

(p v ~(~q v ~r)) v ((s -> (t -> ~~(r v t))) v t), True

(((p v ~(((~~q v p) -> r) -> s)) & s) -> (t & s)) & t, False

(((((p -> ~q) -> r) -> (s v (r v p))) & t) -> ~~r) & r, False

~(p v ~(q v ((r & s) & p))) -> (~((q v p) v t) & s), False

((p & (q & q)) & (~(r & s) -> s)) -> (q & ~~(t v q)), True

p -> (((q v ~(~q -> r)) -> (~s -> ~(~t -> t))) & t), False

~((p & (q v ((r -> q) -> s))) v t) & ((r v p) v (q -> s)), False

(((p -> ~q) & (((r -> q) & (p -> (p & s))) & p)) -> s) & t, False

p -> ~((q -> (r & ~s)) v (~(r & r) v ((s & t) -> q))), False

(p v (((((q & (r & (r -> p))) v ~q) v r) v s) & t)) & r, False

p v (((p & (q & ((r v ~s) v r))) -> (q & (p -> s))) v t), True

p v (q & ((r v ((s v s) -> ((r v t) -> (~s -> p)))) & q)), False

p -> (q v (((r & q) -> (~(p v (q v s)) -> t)) -> (q -> p))), True

((p v (((q -> p) & (r v s)) -> r)) -> ~q) v ((q v t) v p), True

p & (((q -> r) v ~(r v q)) & (~(s -> p) v (~t & q))), False

p -> (q v (r -> ((q & r) -> ((~~~s & (t & r)) v t)))), True

((~p v q) -> ((r -> s) & (~s -> ~t))) -> (q -> (q v s)), True

(((p & ~q) v (r v (s & (p v (q & (p v q)))))) -> t) & q, False

p -> (q v (~(r -> ~~(~((~s & t) -> r) -> p)) -> s)), True

p & (((~(((~(~q -> r) & s) -> t) v t) & t) & r) -> s), False

~(((p & (~(p & (~(q -> q) -> r)) v s)) & t) -> q) v t, False

~(((p -> ((q & r) -> (s -> ~p))) v (q -> s)) -> (~t v t)), False

~p & ((((q & ~r) & (s v q)) -> p) v (p -> ~(r -> t))), False

~(p v (q -> (~(~(q v ~r) & ~s) -> ((s v t) & r)))), False

(p & q) -> (((r & s) v (p -> s)) -> ((s & ~t) -> (q v t))), True

(p -> ((p v (((q v r) -> p) -> s)) -> q)) -> (~(r -> r) & t), False

~((~~((p & (((q v r) & s) -> (q -> r))) -> q) -> t) -> r), False

(p v (((~(q v (~r & s)) v r) & p) -> p)) & (q & ~t), False

~(p v (q v (r v (((~(s v t) -> t) v t) -> t)))) v ~r, False

~p & ~(~(q v (r v ((s v p) v (~p -> ~t)))) & p), False

(~((p & ~(((q & (~q & p)) -> r) & s)) -> t) v q) -> t, False

(p & (q -> (q & (r -> s)))) & ((~((s v r) v s) -> t) -> t), False

(p & (q -> p)) -> (r & (((q & s) v ~((t & r) v p)) -> p)), False

((p v ((q v q) v r)) & ~p) -> (((p -> (s v t)) -> t) v p), False

((p & q) & (r v ((((q -> (~p -> s)) -> t) v r) v p))) -> r, False

((((p v q) -> ~((~p -> ~r) & q)) -> (s & t)) & q) & r, False

(p & q) v (r v ((((p v q) v (s & (t v ~s))) v q) & r)), False

p v (q & ((r v p) -> (((~(s & q) -> t) & ~~r) & s))), False

p v (p & ((q -> (((r -> ~s) & s) v (p & p))) & (t & q))), False

~(p & ((q & (p -> q)) -> ~(r & (((s -> t) v p) -> ~r)))), False

((((p v p) -> (q & r)) & ((s v r) & ~r)) v q) v (t v p), False

(p v q) & (((q & ((r & (s v (p -> t))) v p)) v p) v ~p), False

p & ~(q -> (r -> (s & (((p -> ~(~s -> q)) & q) -> t)))), False

p v ((q -> ((r & r) v ~(r v (((s v r) -> s) -> q)))) -> t), False

(p & ((p & q) -> p)) & (~q v (r v (((s -> p) & s) -> t))), False

(p v ((((q v ((q v r) v p)) v (p & s)) & ~s) -> t)) v r, False

~((((p & ((q -> r) -> ~((s -> ~r) -> r))) & q) & p) & t), False

(p v (q -> ((((r & s) -> s) -> q) -> (~(r & s) v t)))) v r, True

(p & (p -> (q & (r v (((q & (s & p)) -> r) -> p))))) -> ~t, False

(((~((~p v p) & q) v ~r) v s) v s) v (t v ~~q), True

p v ((q -> r) & (q -> ((s & (r -> ((q v t) & ~r))) & s))), False

(p v (p v (q -> ((p v r) v r)))) & (~((s -> q) -> q) & t), False

(((p & ((q & ((r & s) -> s)) v t)) v s) v (q v q)) -> ~t, False

p v (p & ((((q & p) & (r v s)) -> r) & (t & (p v ~t)))), False

(p v ~(((q -> r) & (s -> s)) v (t -> q))) -> (q v (q v q)), False

((((((p v (q -> r)) v s) & (p -> t)) & q) -> ~s) & t) -> s, False

p -> (q & ((p -> q) v ((r -> s) v (t -> ~((s & s) & t))))), False

(p v (q & (r -> ~((~s v q) v p)))) & (~(r -> s) & t), False

(((~p & ~~p) & q) v r) & ((s -> r) & ((t & p) -> q)), False

((~(~p v (~(~(q v r) v s) & ~q)) & r) -> p) & t, False

p -> ~(~((p v (q -> (r & r))) & ~s) v ((r v q) v t)), False

(p -> q) -> (~~(q & (p & ~(r & r))) & ((s & t) v s)), False

(((p v (((q v ~r) & p) & p)) -> s) -> ~(p v ~r)) -> t, False

~((p v ((((q & r) & (p v s)) -> q) v t)) & ((p & q) v p)), False

p & ((((~q -> ~(r & (s -> (p & p)))) & t) & ~q) -> t), False

(~p & ((~q v p) & (~((r & s) -> (p v r)) & s))) & t, False

((((((p v p) v q) v p) -> ~q) & r) -> p) -> (s & (t v t)), False

~((p & q) -> (((r -> ((p & (s -> r)) -> (t & t))) v t) & p)), False

~(((p v (q v (r & s))) -> p) v (p & t)) & ((p & s) -> s), False

~~p & (q -> (((r -> ~s) & r) -> ((r & q) v (r & t)))), False

(((p v ~((q -> p) v (r & (s & q)))) -> t) v t) -> (r & r), False

(p v q) v (p -> (((r -> r) -> (s & (~r & t))) -> (s & p))), True

p -> (~(~q -> ((r & s) v p)) v (((p -> s) & ~p) -> t)), True

~p & ((q & ((r & ((q -> (s & t)) v q)) & (t -> s))) & q), False

p v (q -> ((p & ((r & q) v s)) v ((r -> p) & (~t -> q)))), False

(p v (q & (r -> ~s))) -> (((q -> s) v q) & (~p -> ~t)), False

((~~p -> q) -> r) -> ((s v (t -> ((~r -> p) v s))) -> p), False

((p -> q) -> p) & (~(r v (((s v q) -> (t -> t)) v r)) & t), False

((~p v q) v (q & p)) v (p -> (r v ~((~s & s) -> t))), False

p & ~~(((q v ((r v s) -> p)) v (~(q & r) v t)) v q), False

(((p v p) -> ~(q v r)) v q) -> (p v ((s v ~~t) -> t)), False

(((p v p) v ~q) -> ((~r v ((s v ~r) & r)) -> t)) v s, False

~~((p -> (q v r)) -> r) & (s v ((~t & (p v t)) -> r)), False

p & ~(q & ~((r & (s -> s)) -> (r & (t -> (s -> ~p))))), False

p -> (q & (((r v (s v t)) v (q v s)) & ((r -> ~r) -> p))), False

(p & q) v ((((~r -> s) -> (~~q & p)) -> (s v p)) -> t), False

p -> (((q -> ((r -> q) -> ((s -> r) -> t))) v p) & (~q -> t)), False

((p v ~((q v ((r & p) v s)) v s)) -> r) -> ((r v r) & t), False

p -> (~(~(q v r) -> (p & (((~s -> p) v s) v t))) & s), False

(p & (p v ((((q & r) -> (s & (t v p))) v r) & r))) & ~t, False

(p & ((p & q) v (q v (r -> (q -> (~q -> ~~s)))))) & t, False

p v ((~(p & (q -> (p v (~q -> ~r)))) v s) v (t v p)), True

p & (q & (~(p -> (((r & s) v (t v r)) v (r v s))) & p)), False

~((p -> (q v r)) -> (q -> q)) v (r & (((s v t) v p) -> s)), False

(~((p v (q & (r v (q & s)))) & r) & q) v ((s & q) & t), False

~~~(p -> ((~(((q -> ~p) -> r) v s) -> (s & t)) -> q)), False

~(p -> (q & (((r v (p & s)) -> s) -> (r v r)))) & (r v t), False

p & (~((p v (((p v q) & q) v (r v q))) & (s & s)) v t), False

(p & q) v (((((r -> r) -> q) & s) v (q -> r)) -> ~(t & s)), False

((((p v q) & r) & s) v q) -> (t -> (((~p -> q) -> r) & p)), False

(p v (p v (q -> ~((r & ~s) -> (s -> s))))) -> (t v ~p), False

~p v (((~(q -> r) v ~s) -> ((t & q) & (s v s))) -> r), False

