formula, is_taut_can
~(((~p -> ((~p -> q) -> q)) -> p) -> (p -> q)) -> ((p -> ~p) -> ~p), True
~((p -> ~~q) -> ~p) -> (~(~(q -> (q -> p)) -> p) -> (~p -> q)), True
(p -> (~((p -> p) -> q) -> (p -> ~~((q -> q) -> q)))) -> (p -> (q -> p)), True
((p -> ~p) -> p) -> (~(p -> (~q -> ((p -> (~q -> p)) -> q))) -> ~q), True
p -> (~((~~q -> (p -> ~q)) -> ~((~q -> ~p) -> ~~p)) -> p), True
~(~(((p -> q) -> ~q) -> q) -> (~~~p -> ~(q -> p))) -> (p -> q), True
(((p -> (p -> ~~(~q -> (~p -> ~p)))) -> ~~p) -> q) -> (p -> q), True
p -> ((p -> ~q) -> (((p -> (~q -> (q -> (q -> ~p)))) -> p) -> (q -> p))), True
~(p -> ((((~~(~~q -> p) -> q) -> (~p -> ~q)) -> q) -> p)) -> p, True
~~(((~(p -> ~~((q -> q) -> ~~p)) -> (~~p -> p)) -> p) -> p), True
~(p -> p) -> (~((q -> (p -> (p -> (q -> ~p)))) -> q) -> (q -> (p -> p))), True
~(p -> ((~p -> ~~((~~q -> ~~q) -> ~q)) -> q)) -> (p -> p), True
~p -> ~~((p -> ((q -> (~((p -> q) -> p) -> q)) -> q)) -> (p -> ~p)), True
~p -> ~((~~q -> (~(~~q -> (~p -> ~p)) -> ~~q)) -> p), True
~(p -> ((q -> (~p -> ((q -> ~q) -> ~q))) -> (q -> q))) -> (~q -> q), True
~(((p -> (q -> ~(~((q -> (q -> (q -> p))) -> q) -> p))) -> q) -> q) -> p, True
(~(p -> (p -> p)) -> q) -> (~((~p -> q) -> ((~p -> p) -> ~q)) -> p), True
p -> (~(p -> (~q -> (p -> ~q))) -> (~q -> (p -> ~(~~q -> q)))), True
p -> (~((p -> ~q) -> q) -> ~((p -> (~(q -> p) -> ~~p)) -> ~p)), True
~~((((((p -> p) -> ~~p) -> p) -> ~~(~q -> (q -> p))) -> p) -> p), True
~~p -> ((p -> ~((p -> (~(q -> p) -> q)) -> p)) -> (p -> ~~~q)), True
~~p -> (((~(~(~~~p -> p) -> ~q) -> q) -> ~(q -> p)) -> p), True
~(~~(~(p -> p) -> (((~p -> (p -> q)) -> ~p) -> q)) -> p) -> ~p, True
~((p -> (q -> p)) -> p) -> ((~(((p -> ~p) -> (q -> p)) -> p) -> p) -> q), True
p -> (((~((~(~q -> p) -> (q -> ~p)) -> (p -> ~q)) -> q) -> p) -> p), True
(~p -> p) -> ((p -> (q -> q)) -> (~((~p -> ~(~q -> q)) -> p) -> q)), True
p -> ((((((~p -> ~p) -> ~~p) -> q) -> q) -> ~q) -> (q -> ~~p)), True
p -> (p -> ~~(~p -> ~((q -> ~p) -> ((q -> ~p) -> (p -> ~q))))), True
~((p -> p) -> p) -> ((p -> ((p -> p) -> p)) -> (~(~q -> (q -> q)) -> p)), True
(p -> (q -> (~~~~~((~p -> ~q) -> p) -> (p -> p)))) -> (q -> q), True
~~~p -> ((p -> ((~((~p -> q) -> (~q -> q)) -> p) -> p)) -> ~p), True
p -> ((q -> ~(p -> (p -> (q -> q)))) -> ~(((~q -> ~~q) -> q) -> q)), True
~(~(~p -> (q -> ((p -> q) -> q))) -> ((p -> ~p) -> (p -> p))) -> ~p, True
~(~(~((p -> (p -> p)) -> (q -> ~(p -> p))) -> ~p) -> q) -> ~~q, True
(p -> q) -> (((q -> ~((q -> p) -> (q -> ~((p -> q) -> ~p)))) -> q) -> q), True
~(p -> (q -> ~~p)) -> (p -> ((~q -> ~~(~p -> p)) -> (p -> q))), True
p -> (q -> (~q -> ~((p -> (q -> ~(((p -> q) -> ~q) -> ~q))) -> p))), True
p -> ((q -> p) -> ((q -> ~(p -> (((((p -> p) -> q) -> p) -> p) -> p))) -> p)), True
p -> (q -> ((((~(p -> p) -> q) -> (p -> p)) -> (p -> (p -> (q -> p)))) -> q)), True
(p -> (q -> (q -> ~p))) -> ((p -> ~((q -> p) -> p)) -> (p -> (~p -> q))), True
~(~(~p -> (q -> p)) -> p) -> (~p -> (p -> (~(~p -> q) -> ~p))), True
~(p -> p) -> ((p -> p) -> ((((~p -> p) -> ~(~q -> p)) -> p) -> ~q)), True
~(~p -> ((q -> ~~~q) -> (~q -> (p -> q)))) -> ~(~p -> ~q), True
~p -> ((p -> ((~(~q -> q) -> ~(~~~p -> q)) -> q)) -> (p -> p)), True
(((~~(p -> (~~p -> p)) -> ~(p -> q)) -> (q -> p)) -> q) -> (q -> q), True
p -> (~((q -> p) -> (~q -> (~(~(~q -> q) -> p) -> q))) -> (q -> p)), True
~~~(p -> ((~p -> ~~q) -> ~((~q -> ~(q -> p)) -> p))) -> p, True
~~(~~~~p -> p) -> ((p -> (p -> (p -> (q -> ~q)))) -> (q -> q)), True
p -> (~p -> ~((((p -> (~p -> p)) -> ~(p -> p)) -> ~q) -> (q -> p))), True
~((~~p -> (p -> ~p)) -> ((p -> p) -> ~((p -> q) -> q))) -> (p -> p), True
p -> (((q -> ~(q -> p)) -> (((~(p -> q) -> ~~q) -> ~q) -> q)) -> q), True
p -> ~~(~q -> ((~(q -> ~p) -> p) -> (~(~p -> (p -> q)) -> p))), True
p -> (q -> ((q -> ~(q -> ~(q -> q))) -> (((p -> q) -> (p -> ~p)) -> q))), True
~(p -> q) -> ((p -> (p -> ~~~q)) -> ~~(q -> ((~q -> p) -> q))), True
~((p -> ~~(q -> p)) -> ~(q -> ~~(((p -> (p -> ~p)) -> p) -> q))), True
~~(~~p -> (~((~p -> q) -> (q -> q)) -> (q -> ~~~~~q))), True
~p -> (((p -> ((p -> q) -> (p -> ~~(p -> ~(p -> ~q))))) -> p) -> q), True
~p -> (p -> (~(p -> ~~(~q -> p)) -> ~(~(q -> p) -> (p -> p)))), True
~((p -> ~p) -> ~(~q -> (~p -> ~(q -> ~~p)))) -> (p -> ~p), True
(p -> q) -> ((q -> ((p -> p) -> q)) -> (~((q -> ~q) -> (q -> p)) -> ~q)), True
p -> ((p -> ~(~((~q -> (q -> q)) -> p) -> p)) -> (q -> (~~p -> p))), True
~p -> (~~p -> ((~p -> ~p) -> (~(~(p -> (q -> p)) -> q) -> p))), True
~((~p -> (p -> (p -> ~((q -> q) -> q)))) -> (p -> q)) -> ((q -> q) -> p), True
~(~(~p -> q) -> ~~~q) -> (((~q -> (q -> p)) -> (p -> q)) -> p), True
~~~p -> ((~~(~~(~p -> ~~p) -> (q -> ~q)) -> p) -> p), True
~(~p -> (p -> (q -> ~p))) -> (~(p -> p) -> ~(~(p -> ~p) -> q)), True
p -> (~(((p -> p) -> (q -> p)) -> (~p -> ~~~~~(q -> p))) -> p), True
~~(~(~~~~(~~p -> ~q) -> ~~(p -> (~q -> q))) -> p), True
((p -> ~~((p -> (p -> ((~p -> ~~q) -> (q -> q)))) -> q)) -> p) -> p, True
~~((p -> (q -> q)) -> q) -> (p -> ((q -> p) -> (p -> ((q -> ~q) -> q)))), True
p -> ((p -> ((p -> q) -> p)) -> (((((q -> p) -> ~q) -> (q -> q)) -> q) -> p)), True
~(p -> (((((p -> p) -> p) -> ~((q -> ~p) -> (p -> q))) -> q) -> q)) -> q, True
~(p -> (~((~~p -> ((p -> p) -> q)) -> p) -> (~q -> (q -> p)))) -> q, True
~p -> (p -> ((q -> ~((p -> q) -> p)) -> ((p -> ~~~q) -> (p -> q)))), True
~(((p -> p) -> ~(p -> q)) -> (q -> ~(~(p -> ~q) -> ~q))) -> ~q, True
p -> ((q -> ~(q -> p)) -> (~q -> (((~~q -> p) -> ~p) -> (p -> q)))), True
p -> (~~~~(~~p -> ~((p -> ~p) -> ((p -> p) -> p))) -> ~q), True
~(~(p -> ~~~q) -> (p -> q)) -> ((~~(q -> q) -> (q -> q)) -> q), True
p -> (~(~~~~p -> (~p -> ~~(p -> (~q -> p)))) -> (p -> p)), True
((p -> ~p) -> q) -> (~(~(~p -> p) -> p) -> ((~p -> p) -> ~~q)), True
~(p -> (~(p -> (q -> (~q -> q))) -> q)) -> (((p -> (q -> q)) -> p) -> p), True
~(p -> ~~~p) -> (((~(~q -> q) -> ~p) -> ((q -> p) -> q)) -> p), True
(p -> (q -> (~~~p -> q))) -> (q -> ~~(~(p -> (~q -> q)) -> q)), True
~(~p -> (~~((p -> (q -> p)) -> p) -> (p -> p))) -> (~q -> (q -> q)), True
p -> (~(~q -> ((~~~p -> ((~q -> ~p) -> p)) -> q)) -> (p -> p)), True
~~((~(~p -> (p -> ~~q)) -> ~p) -> (p -> ~(p -> ~~~p))), True
~~(~p -> ((p -> ((((p -> p) -> q) -> p) -> p)) -> (q -> ((p -> p) -> q)))), True
~(p -> p) -> ((~(p -> p) -> ~((q -> (p -> ~q)) -> ~p)) -> ~~q), True
~p -> ~~(~~q -> (p -> ~((p -> (~(~p -> ~p) -> p)) -> q))), True
~p -> ((((~q -> p) -> (p -> (q -> q))) -> q) -> (p -> (~p -> (p -> q)))), True
(((p -> (p -> (p -> (~p -> (~~q -> p))))) -> q) -> (q -> p)) -> (p -> p), True
~(p -> p) -> ~((~~(~p -> q) -> ~q) -> ~(q -> (~~q -> p))), True
((~(p -> ~q) -> (q -> (q -> ~p))) -> q) -> (q -> (~q -> ~(q -> q))), True
((~(~p -> p) -> (p -> (p -> q))) -> ~p) -> ((~q -> (~p -> p)) -> q), True
~~((~p -> (q -> (p -> ~(~p -> ((q -> p) -> p))))) -> p) -> ~~p, True
p -> (~(q -> ~(~(q -> (q -> (p -> ~~~(q -> q)))) -> ~p)) -> q), True
p -> (p -> ((p -> ~((~q -> p) -> (q -> p))) -> (~p -> ~(p -> ~q)))), True
(~~(((p -> ~q) -> (~~~q -> ~(q -> p))) -> (p -> p)) -> p) -> p, True
(p -> (~(~q -> q) -> q)) -> (p -> (p -> (~q -> (p -> ~(~q -> p))))), True
(p -> ~(q -> ~(((p -> ~(~~q -> ~q)) -> q) -> ~p))) -> (q -> q), True
~(p -> ~(~(q -> p) -> (q -> p))) -> ~~(q -> (p -> (~~q -> p))), True
((p -> q) -> ~((p -> (~q -> ~p)) -> ((p -> q) -> ~~(p -> p)))) -> p, True
((p -> ((~q -> q) -> (~~(p -> (q -> p)) -> (p -> q)))) -> p) -> (p -> p), True
(~p -> (q -> p)) -> (q -> (((~p -> p) -> ((p -> p) -> ~p)) -> (q -> p))), True
p -> ~~(((p -> (p -> ~~((p -> ~~~~p) -> p))) -> ~p) -> q), True
(~(~~p -> ~q) -> (~~~~q -> q)) -> ~~(q -> (~q -> q)), True
~~(p -> (q -> (~p -> ((~p -> ~(~(q -> ~(p -> p)) -> p)) -> q)))), True
~(((p -> p) -> ~(q -> ~~~~q)) -> p) -> (~q -> (p -> (p -> q))), True
(((~(~p -> (q -> p)) -> p) -> p) -> ~q) -> (~((~q -> p) -> p) -> p), True
p -> (((~p -> p) -> q) -> (((~~p -> q) -> ~q) -> ~~(q -> ~p))), True
((p -> p) -> p) -> (~~((~q -> ((q -> q) -> q)) -> ((p -> q) -> q)) -> p), True
~(p -> ~((~p -> (~~q -> (q -> (p -> q)))) -> q)) -> (~~q -> q), True
p -> (~q -> (~~(~(q -> ((~(~~p -> q) -> q) -> q)) -> q) -> p)), True
((p -> ~p) -> ~(q -> ~(~~q -> ((q -> ((q -> p) -> p)) -> p)))) -> p, True
((~p -> (((p -> ~q) -> q) -> ((~q -> p) -> q))) -> q) -> (~q -> ~q), True
~~(p -> (~((q -> (((q -> ~p) -> (p -> q)) -> ~p)) -> ~p) -> ~q)), True
~((p -> ~(p -> ((p -> p) -> (~p -> ((q -> q) -> p))))) -> (p -> q)) -> q, True
(~((p -> ~q) -> ~~~~p) -> ~(p -> q)) -> (p -> (~q -> ~q)), True
(p -> (p -> ~~(p -> p))) -> (q -> (~(~q -> ~p) -> ~~(q -> q))), True
(p -> ~q) -> (~p -> (q -> (~q -> (q -> ~(~(p -> ~~p) -> p))))), True
((~p -> ~q) -> (~(~~q -> (((q -> p) -> p) -> q)) -> q)) -> (p -> p), True
p -> ((p -> ~((p -> (q -> (~q -> (p -> ~~~p)))) -> q)) -> ~~p), True
~(((p -> p) -> p) -> (p -> q)) -> (((p -> (q -> ~p)) -> (~q -> q)) -> p), True
~p -> (((q -> (~q -> (p -> ~q))) -> q) -> (~(~q -> ~~p) -> p)), True
~(~((~p -> ~((~q -> ~p) -> ~p)) -> (q -> (q -> p))) -> q) -> q, True
~p -> (~((q -> (q -> q)) -> (~((~~q -> ~q) -> p) -> ~q)) -> p), True
~(p -> (q -> q)) -> ((q -> ~~~(p -> ((~p -> p) -> (p -> p)))) -> p), True
((((((p -> ~~p) -> p) -> p) -> ~q) -> p) -> (p -> q)) -> (~~p -> q), True
~~~((((p -> (p -> p)) -> p) -> p) -> (~(p -> ~q) -> q)) -> (q -> p), True
~((p -> ~(q -> p)) -> (~~p -> (~(q -> ~p) -> q))) -> (q -> ~p), True
(~~(p -> (q -> ~~q)) -> ~(~~p -> ((q -> p) -> p))) -> (q -> p), True
((p -> ~((q -> ~p) -> q)) -> q) -> ((((p -> ~q) -> q) -> q) -> (q -> q)), True
~~(p -> ~q) -> (p -> ~(~(~(p -> ((~p -> p) -> q)) -> q) -> q)), True
(~~((p -> (~(q -> (q -> q)) -> ~q)) -> (q -> q)) -> ~p) -> (p -> p), True
~((~((p -> q) -> ((~q -> (p -> p)) -> q)) -> q) -> p) -> (p -> (q -> p)), True
(~~~~(p -> (q -> ((p -> q) -> ~q))) -> p) -> ((q -> p) -> ~~p), True
p -> (~q -> ((((~(p -> p) -> (p -> p)) -> q) -> (p -> (q -> q))) -> ~q)), True
(p -> ~q) -> (~~q -> (((p -> ~(p -> (~q -> p))) -> (q -> p)) -> q)), True
((p -> (~(p -> (p -> (~p -> p))) -> (q -> ~q))) -> p) -> ~~(p -> p), True
((((p -> q) -> p) -> ((q -> ~p) -> p)) -> (~p -> q)) -> (q -> (~q -> q)), True
p -> (q -> ((q -> ((q -> (p -> q)) -> ~(~~q -> ~(~q -> p)))) -> p)), True
p -> ~~~((p -> p) -> ((((~p -> ~p) -> ~p) -> q) -> (p -> ~p))), True
~~(((p -> (q -> ~(~~(p -> q) -> ~~q))) -> ((p -> p) -> p)) -> p), True
((p -> ~p) -> ~~~(p -> p)) -> ~~((~((q -> q) -> q) -> p) -> p), True
~(p -> ~~(~~~((p -> p) -> ~((q -> (q -> p)) -> q)) -> p)) -> p, True
((p -> q) -> ~((((q -> q) -> q) -> ~q) -> ~(q -> ~~p))) -> (q -> q), True
~~((p -> ~(q -> (p -> p))) -> ~((p -> p) -> ~(q -> (q -> (p -> q))))), True
(p -> ~(~q -> p)) -> ((((q -> (q -> q)) -> (q -> ~p)) -> p) -> (q -> p)), True
~p -> (p -> (q -> (~q -> ((q -> (p -> ((~~p -> ~q) -> q))) -> p)))), True
p -> ((((q -> ~~~q) -> ((q -> p) -> (~p -> p))) -> q) -> (~q -> p)), True
~(~p -> p) -> (~~((~~q -> (q -> q)) -> ~(~q -> q)) -> ~q), True
(~p -> (~((~q -> (p -> ~p)) -> p) -> (((p -> q) -> ~p) -> p))) -> p, True
p -> (~~q -> (p -> ((((~q -> p) -> ~~p) -> ((p -> p) -> q)) -> q))), True
~(p -> (~q -> ~p)) -> ((p -> ~~((q -> ~q) -> (p -> ~q))) -> p), True
~(p -> ~~~p) -> (~(~~(q -> (q -> (p -> ~q))) -> p) -> ~p), True
~~~~p -> (q -> ~~~((q -> (p -> q)) -> ~((~q -> p) -> q))), True
p -> ((~p -> (q -> (p -> ((~~p -> p) -> p)))) -> ((p -> ~~p) -> p)), True
p -> (~~~~q -> (q -> (~(((~q -> q) -> p) -> (p -> p)) -> ~p))), True
~(p -> q) -> (q -> ~(q -> (~~((~q -> (p -> q)) -> ~q) -> ~p))), True
(~~(p -> q) -> ~(q -> ~~~(p -> (q -> (q -> p))))) -> (~p -> q), True
~~p -> (((p -> ~q) -> q) -> ~(((q -> q) -> q) -> ~((q -> p) -> q))), True
((~p -> q) -> (p -> ((q -> q) -> ~p))) -> ((q -> q) -> (~(p -> p) -> q)), True
~((p -> q) -> ~p) -> (~(p -> ~~(p -> ~(~~~q -> p))) -> p), True
(p -> q) -> (p -> (~(p -> ~(~q -> (p -> ~((p -> ~q) -> q)))) -> p)), True
~~(p -> ~~(~~q -> (((p -> (p -> ~q)) -> p) -> (q -> ~~q)))), True
((~p -> ((p -> p) -> q)) -> (q -> q)) -> (~(p -> q) -> ~~~~~q), True
~((p -> p) -> (q -> (q -> (p -> ((q -> ~(q -> p)) -> (~p -> q)))))) -> q, True
(p -> q) -> ~~(~(p -> (((q -> q) -> q) -> q)) -> (~~q -> (q -> p))), True
~(p -> ~~(~~(~~~~~p -> (p -> p)) -> (~p -> p))) -> q, True
~(p -> ~q) -> ((((~((~q -> p) -> p) -> q) -> q) -> q) -> (~p -> q)), True
~(p -> ~q) -> ((((q -> q) -> ((~p -> p) -> ~(q -> p))) -> ~p) -> p), True
(~p -> ((~((p -> p) -> p) -> (q -> (p -> p))) -> ~(q -> p))) -> (q -> q), True
~~p -> (~((p -> ~~~p) -> q) -> ~((q -> (p -> (q -> p))) -> q)), True
~~~p -> (~((p -> p) -> q) -> ((p -> (p -> p)) -> (p -> (~q -> p)))), True
~(p -> q) -> ((q -> ((q -> ~((q -> q) -> ~p)) -> (p -> q))) -> (q -> p)), True
(~~~p -> (~p -> ~(p -> ~(~~q -> ((p -> p) -> ~q))))) -> p, True
~(~~((p -> (~p -> q)) -> (q -> q)) -> ~(q -> ((q -> p) -> ~~p))), True
~~p -> ((~~~~(~p -> (q -> ~p)) -> q) -> (~~~q -> q)), True
(p -> ~(~(~(~(p -> p) -> ~p) -> ~~q) -> ~~q)) -> (p -> q), True
~(p -> (~p -> (~~p -> (~q -> (~p -> ((~p -> q) -> p)))))) -> p, True
(~~((p -> (q -> q)) -> ~~q) -> ~q) -> (q -> (~(~q -> p) -> p)), True
p -> ((((~~~(~~(p -> q) -> p) -> q) -> (p -> p)) -> q) -> (p -> q)), True
~(p -> ((~(((q -> q) -> p) -> q) -> ((p -> ~~p) -> ~p)) -> q)) -> q, True
(~p -> p) -> ~((q -> q) -> ~(~(p -> (~~p -> p)) -> (~p -> q))), True
(p -> q) -> (p -> (~~(~(q -> ~~p) -> q) -> (~q -> ~(q -> p)))), True
~(p -> ((p -> ~q) -> (~(p -> (q -> (q -> ((q -> q) -> q)))) -> q))) -> q, True
(p -> q) -> ((p -> q) -> (((((~~q -> p) -> ~(q -> p)) -> q) -> p) -> p)), True
~~p -> ((((((p -> q) -> q) -> (q -> ~q)) -> p) -> p) -> (~q -> ~q)), True
(~p -> (p -> (~p -> q))) -> ~~((~~q -> ~p) -> (p -> ~~p)), True
(p -> (~(q -> q) -> (~p -> ~~~q))) -> (~~p -> (q -> ~~p)), True
(p -> ~q) -> (q -> (q -> ~~(((~p -> p) -> ((q -> p) -> ~q)) -> q))), True
p -> (~(p -> (((~(p -> q) -> (p -> p)) -> ((~p -> q) -> q)) -> q)) -> p), True
~(~((~(p -> p) -> (q -> q)) -> (q -> p)) -> (p -> q)) -> (p -> (p -> q)), True
p -> ~((p -> (~~q -> ((~(q -> q) -> ~~~~p) -> q))) -> ~p), True
(~p -> p) -> (~(~(~((~p -> q) -> ~(p -> p)) -> ~p) -> q) -> p), True
~(p -> (p -> (~~~(p -> (q -> ~(p -> ~~(p -> p)))) -> p))) -> p, True
~~(~(p -> (~p -> q)) -> (q -> (((q -> q) -> ~p) -> ((q -> p) -> q)))), True
p -> (~q -> (~p -> (q -> (q -> ~(q -> (p -> ((p -> p) -> (p -> q)))))))), True
p -> (q -> ~~(p -> (~~~(~((p -> q) -> ~p) -> q) -> (q -> p)))), True
~(~(~(p -> q) -> (p -> p)) -> (~q -> ((q -> ~q) -> q))) -> (p -> p), True
((~p -> (~p -> ~~q)) -> q) -> ((~~(q -> ~(q -> p)) -> p) -> p), True
p -> (~~(q -> (~(~~(~~q -> ((q -> q) -> q)) -> p) -> p)) -> p), True
~~(~p -> (((~((p -> (q -> p)) -> q) -> (p -> (~p -> q))) -> q) -> q)), True
~(~p -> (q -> (p -> ((q -> p) -> (p -> (~((q -> q) -> p) -> p)))))) -> q, True
(((~~p -> (p -> (p -> q))) -> ~((q -> ((q -> p) -> q)) -> q)) -> q) -> q, True
((p -> q) -> ((q -> ((p -> p) -> q)) -> ((p -> q) -> ~(q -> p)))) -> (q -> q), True
(p -> ~~(p -> ~p)) -> (~p -> (~((q -> ~p) -> ~q) -> ~~q)), True
~((p -> (p -> p)) -> ~~p) -> (((~~q -> p) -> ~p) -> ~~~p), True
p -> (q -> ((q -> ~(~~~~(~(p -> q) -> q) -> (~p -> q))) -> p)), True
(~~p -> ~p) -> ((q -> ((~p -> ((p -> ~p) -> p)) -> p)) -> (p -> p)), True
((p -> (~(~(p -> ((~q -> (q -> ~q)) -> q)) -> ~q) -> p)) -> p) -> p, True
~(~(~~(~p -> q) -> ((p -> ((q -> p) -> q)) -> q)) -> p) -> (p -> q), True
~((~~~p -> ~(((p -> p) -> ~(p -> ~p)) -> ~q)) -> p) -> ~q, True
(~p -> ~q) -> (~(p -> ~p) -> ~~(((p -> (~q -> p)) -> q) -> p)), True
~p -> (q -> (~p -> ~(~p -> ((~~p -> ~(~~q -> q)) -> p)))), True
((p -> (~~((((q -> ~~(p -> q)) -> p) -> p) -> ~q) -> p)) -> q) -> q, True
(~(p -> ((~q -> ~(q -> (~q -> q))) -> ~p)) -> q) -> (q -> ~~q), True
((p -> p) -> q) -> (q -> (((p -> ~p) -> p) -> (((q -> q) -> q) -> (q -> p)))), True
~((~p -> (~q -> ~(p -> ~~(p -> p)))) -> q) -> ~~(q -> ~q), True
p -> (q -> (~p -> (~(((p -> (p -> p)) -> p) -> (~p -> ~q)) -> ~q))), True
p -> (q -> ~((q -> (~~((p -> q) -> p) -> p)) -> (p -> ~(~q -> q)))), True
~((~(p -> q) -> ((~~~p -> p) -> ~~~q)) -> (p -> ~q)) -> q, True
p -> (((~p -> (p -> ~((q -> p) -> p))) -> ~((q -> q) -> (p -> q))) -> p), True
~(p -> (~~q -> ~(~q -> (p -> p)))) -> (p -> (q -> ((q -> q) -> q))), True
((p -> ((p -> ~q) -> q)) -> q) -> (q -> (~q -> ~(p -> (~q -> ~q)))), True
(~p -> ~~p) -> (~(~(~q -> ~p) -> (~~q -> p)) -> ~~q), True
((~((p -> ~(p -> p)) -> q) -> ~q) -> q) -> (p -> ~(q -> ~(p -> p))), True
~p -> (~~q -> ((~(p -> ~~(q -> p)) -> ~(q -> (q -> p))) -> q)), True
~(~~p -> p) -> ~~((~q -> (p -> (~(q -> q) -> (p -> p)))) -> q), True
~(p -> p) -> ~~((((p -> ((q -> ~q) -> p)) -> q) -> p) -> (q -> ~p)), True
~~~(p -> ((p -> (~q -> ~((q -> (~p -> p)) -> ~q))) -> q)) -> q, True
p -> (~(~(~q -> p) -> ((p -> (~~((p -> p) -> p) -> q)) -> q)) -> p), True
~(p -> ~((~q -> (~p -> q)) -> (((~q -> q) -> p) -> q))) -> ~~p, True
p -> (p -> (q -> (p -> (~((q -> ((q -> ~~p) -> q)) -> p) -> (q -> p))))), True
~((~p -> q) -> q) -> ((p -> ((q -> q) -> p)) -> (~q -> ~(p -> ~p))), True
p -> ((q -> (~(p -> ~p) -> (((p -> q) -> ~(p -> (q -> p))) -> q))) -> p), True
p -> ~(p -> (p -> ~~~~((((p -> p) -> ~p) -> p) -> ~(q -> q)))), True
((p -> ~~q) -> (p -> (q -> (p -> ~q)))) -> (((q -> ~p) -> p) -> ~q), True
((~((p -> ~q) -> p) -> q) -> ((p -> (~p -> p)) -> p)) -> (p -> (q -> p)), True
p -> (p -> (~(q -> ~(~q -> p)) -> ((((p -> q) -> (q -> p)) -> q) -> p))), True
~p -> (q -> ~~(~~p -> ~(~p -> (~(q -> ~(q -> q)) -> q)))), True
p -> ((~(p -> p) -> (p -> ~(p -> p))) -> (q -> (~q -> (~q -> ~q)))), True
p -> (~(((((p -> ((p -> q) -> ~q)) -> p) -> ~q) -> (q -> p)) -> p) -> p), True
p -> (~(~(~q -> ((p -> q) -> p)) -> (~p -> ~p)) -> ((q -> q) -> p)), True
p -> (p -> (((~p -> ~~~~(p -> ~~q)) -> q) -> (~~p -> q))), True
p -> (q -> (~(p -> p) -> (~q -> ((~~q -> q) -> ((p -> q) -> ~q))))), True
~~p -> (~(~(p -> ~((~p -> q) -> ~q)) -> ~q) -> ~(p -> q)), True
~(p -> (((q -> p) -> p) -> (~q -> p))) -> ~(q -> ~(~~~p -> p)), True
p -> ((p -> ~(~~(~((p -> ~(p -> p)) -> q) -> (q -> p)) -> p)) -> q), True
~p -> (((p -> q) -> ~~(q -> ~~((q -> q) -> p))) -> (~~p -> p)), True
~~(p -> (((~((p -> ~(q -> q)) -> p) -> ~q) -> (~q -> ~p)) -> p)), True
p -> (~(((~~q -> ~~p) -> ~(~p -> ~q)) -> p) -> (p -> ~q)), True
p -> ~~(p -> ((p -> (~~~((p -> p) -> (p -> p)) -> (q -> p))) -> p)), True
p -> (((p -> p) -> p) -> ((p -> ((p -> (((p -> p) -> ~p) -> q)) -> q)) -> q)), True
((~p -> ~p) -> p) -> (((~~p -> ~q) -> ~~q) -> (~q -> ~p)), True
~((p -> q) -> ~(((q -> ((p -> ~q) -> p)) -> ~p) -> (~p -> q))) -> q, True
p -> ((q -> q) -> ~(((p -> q) -> q) -> (~~(q -> q) -> ~(~p -> p)))), True
(p -> q) -> (~(p -> (((p -> p) -> q) -> ((~p -> (~p -> q)) -> q))) -> q), True
(~~(p -> q) -> ~((p -> ~~(q -> ~(p -> ~p))) -> (p -> q))) -> p, True
~(p -> (((p -> ((((p -> q) -> (~p -> p)) -> q) -> q)) -> ~p) -> q)) -> q, True
((p -> ((~p -> (~p -> p)) -> ~~q)) -> (p -> p)) -> (q -> (~q -> q)), True
p -> (~((q -> ~((~(~p -> q) -> ~(p -> p)) -> p)) -> ~~p) -> q), True
(p -> ~p) -> (~q -> (~((q -> ~q) -> (q -> q)) -> ~~~~~q)), True
~p -> (q -> (((q -> ~((q -> (~p -> q)) -> q)) -> (~~p -> p)) -> q)), True
p -> (~(~q -> (~~~(~q -> q) -> ~(q -> ~p))) -> (p -> ~q)), True
~(p -> ((((((p -> ~~q) -> q) -> (~p -> ~q)) -> p) -> q) -> q)) -> q, True
~((p -> p) -> p) -> (q -> (((q -> ~p) -> ~(p -> (q -> (p -> p)))) -> q)), True
(~(p -> q) -> (q -> (p -> ~(~(p -> (p -> p)) -> p)))) -> (q -> (q -> q)), True
p -> (~p -> (~~~~~(p -> ((q -> q) -> p)) -> (~~p -> ~q))), True
~~p -> ((p -> q) -> (~p -> ~(~(p -> ~(p -> ~(q -> p))) -> q))), True
~(~(((p -> (~p -> (q -> q))) -> q) -> p) -> q) -> (p -> ((q -> p) -> p)), True
p -> (((~p -> (q -> p)) -> ~((p -> (~q -> ~q)) -> ~~~q)) -> p), True
~~~p -> (~(p -> p) -> ~((~(~p -> p) -> p) -> ((q -> q) -> p))), True
~p -> ~~(~(q -> (~~~(q -> (p -> (~q -> ~q))) -> p)) -> q), True
(~(p -> p) -> (q -> (~~p -> q))) -> (~q -> (~(p -> p) -> (p -> p))), True
p -> ~~(p -> (~p -> (~((~~~~~~~q -> p) -> p) -> p))), True
~~p -> (~~(((~~p -> p) -> p) -> ~p) -> (p -> (p -> (p -> q)))), True
~(~p -> (~(~p -> q) -> p)) -> ~((p -> ~~(q -> q)) -> ~~p), True
~~((~p -> ~(~(q -> q) -> ~(~~~(p -> q) -> (q -> q)))) -> p), True
~p -> (q -> (~q -> ~((((p -> q) -> ~p) -> ~(q -> q)) -> (q -> p)))), True
